Distribution;Product code;Ayant droit;Title;Production year;Category;Production regions;Allociné;Isan;Product duration;Parental rating;Default punchline 3;Actor 1;Actor 1 role;Actor 2;Actor 2 role;Actor 3;Actor 3 role;Réalisateur;Genre;URL;Tarif location;Tarif Achat
TVOD;LADERNIERELW0098106;Z/FIDELITE-WILD BUNCH;La dernière leçon;2015;film;France;139375;0000-0003-F357-0000-W-0000-0000-F;1:40;tous publics;A l'occasion de son 92e anniversaire, alors que toute sa famille est réunie autour d'elle, Madeleine annonce qu'elle est arrivée au bout de sa vie. Elle souhaite mourir. Diane et Pierre, ses deux enfants, prennent très mal cette nouvelle et refusent d'aider leur mère à mourir dignement. Tous les deux sous le choc, ils imaginent que Madeleine perd la tête ou fait une dépression. Mais comme cette dernière insiste, Diane réalise peu à peu que sa mère est déterminée. Malgré les tensions que l'annonce a créées dans la famille, elle va donc tenter d'accompagner sa mère dans ses derniers moments, afin de profiter d'elle le plus longtemps possible. Porté par des comédiens formidables, un drame humain et psychologique très fort et plein de délicatesse.;Marthe Villalonga;Madeleine;Sandrine Bonnaire;Diane;Antoine Duléry;Pierre;Pascale  Pouzadoux;comédie dramatique;https://video-a-la-demande.orange.fr/film/LADERNIERELW0098106/;2,99;5.99 euros
TVOD;LATORTUEROUW0116149;Z/WILD SIDE FILMS-WILD BUNCH;La tortue rouge;2016;film;France;139410;0000-0003-C008-0000-T-0000-0000-O;1:17;tous publics;"Après une tempête, un naufragé échoue sur une île tropicale. Il explore petit à petit les lieux et découvre une faune et une flore variées. Après quelques péripéties, l'homme se lance dans la construction d'un radeau fabriqué à base de bambous. Il embarque sur son navire de fortune vers le large, mais une force sous-marine détruit l'embarcation. L'homme ne se laisse pourtant pas abattre et retente plusieurs fois de s'échapper de l'île, toujours sans succès. Récompensé du prix spécial ""Un certain regard"" au festival de Cannes en 2016, le Néerlandais Michaël Dudok De Witt signe un premier long métrage poétique et graphiquement magnifique qui invite à la contemplation.";Emmanuel Garijo;The Father(voice);Tom  Hudson;The Son (young adult) (voice);Baptiste Goy;The Son (child)(voice);Michael Dubok De Wit;animation;https://video-a-la-demande.orange.fr/film/LATORTUEROUW0116149/;2,99;5.99 euros
TVOD;MICROBEETGAW0098115;STUDIO CANAL;Microbe et Gasoil;2015;film;France;139487;0000-0003-EFEE-0000-O-0000-0000-2;1:39;tous publics;"Les aventures débridées de deux ados un peu à la marge : le petit ""Microbe"" et l'inventif ""Gasoil"". Alors que les grandes vacances approchent, les deux amis n'ont aucune envie de passer deux mois avec leur famille. A l'aide d'un moteur de tondeuse et de planches de bois, ils décident donc de fabriquer leur propre ""voiture"" et de partir à l'aventure sur les routes de France...";Théophile Baquet;Théo Leloir dit Gasoil;Ange Dargent;Daniel Guéret dit Microbe;Audrey Tautou;Marie-Thérèse Guéret;Michel Gondry;comédie;https://video-a-la-demande.orange.fr/film/MICROBEETGAW0098115/;2,99;7.99 euros
TVOD;AUPLUSPRESDW0101156;Z/EPITHETE-SND;Au plus près du soleil;2015;film;France;139783;0000-0004-3883-0000-B-0000-0000-4;1:38;tous publics;Une juge se rend compte lors d'une instruction que la femme mise en cause du chef d'abus de faiblesse est la mère biologique de l'enfant qu'elle a adopté. Au lieu de se dessaisir de l'affaire comme le lui demande son mari avocat, elle va s'acharner contre cette femme...;Sylvie Testud;Sophie;Grégory Gadebois;Olivier;Mathilde Bisson;Juliette;Yves Angelo;drame;https://video-a-la-demande.orange.fr/film/AUPLUSPRESDW0101156/;2,99;7.99 euros
TVOD;TOUTDESUITEW0098109;Z/SBS PRODUCTIONS-ADVITAM;Tout de suite maintenant;2016;film;France;139895;0000-0003-CF39-0000-V-0000-0000-I;1:33;tous publics;Nora Sator, jeune trentenaire dynamique, commence sa carrière dans la haute finance.;Agathe Bonitzer;Nora Sator;Vincent Lacoste;Xavier;Lambert Wilson;Barsac;Pascal Bonitzer;comédie;https://video-a-la-demande.orange.fr/film/TOUTDESUITEW0098109/;2,99;7.99 euros
TVOD;POLINAXXXXXW0117485;TF1 VISION;Polina;2015;film;France;139908;0000-0002-F29F-0000-C-0000-0000-1;1:44;tous publics;Russie, dans les années 90. Portée depuis l'enfance par la rigueur et l'exigence du professeur Bojinski, Polina est une danseuse classique prometteuse. Alors qu'elle s'apprête à intégrer le prestigieux ballet du Bolchoï, elle assiste à un spectacle de danse contemporaine qui la bouleverse profondément. C'est un choc artistique qui fait vaciller tout ce en quoi elle croyait. Elle décide de tout quitter et rejoint Aix-en-Provence pour travailler avec la talentueuse chorégraphe Liria Elsaj et tenter de trouver sa propre voie.;Marie Kovacs;Prostituée;Juliette Binoche;Liria Elsaj;Anastasia Shevtsova;Polina;Angelin Preljocaj ;drame;https://video-a-la-demande.orange.fr/film/POLINAXXXXXW0117485/;2,99;5.99 euros
TVOD;BELLEETSEB2W0098102;Z/EPITHETE-GAUMONT;Belle et Sébastien : l'aventure continue;2015;film;France;140077;0000-0004-0B10-0000-4-0000-0000-P;1:32;tous publics;D'après l'oeuvre de Cécile Aubry : Septembre 1945. Au village, on a fêté la fin de la guerre. Sébastien a grandi, il a maintenant 10 ans. Belle et lui attendent impatiemment le retour d'Angelina... Mais Angelina ne revient pas. Elle a disparu  dans un accident d'avion au cœur des forêts transalpines. Tout le village a perdu espoir. Tout le village sauf César : le grand père de Sébastien connaît un homme, Pierre, qui pourrait les aider à retrouver Angelina. Mais avant de sauver la jeune femme, l'enfant et son chien vont devoir braver mille dangers, traverser mille épreuves et affronter un secret. Un secret qui va changer la vie de Belle et de Sébastien à tout jamais. L'aventure continue...;Félix Bossuet   ;Sébastien;Tchéky Karyo;César;Thierry Neuvic;Pierre;Christian Duguay;aventure;https://video-a-la-demande.orange.fr/film/BELLEETSEB2W0098102/;2,99;9.99 euros
TVOD;ETTASOEURXXW0096436;Z/LES FILMS DU KIOSQUE-WARNER;Et ta soeur;2014;film;France;140079;0000-0003-CE2F-0000-V-0000-0000-I;1:30;tous publics;Pierrick est encore sous le coup de la disparition récente de son frère. Alors pourquoi ne pas accepter l'invitation de Tessa, sa meilleure amie, dans sa maison familiale afin de passer une semaine seul à méditer sur sa vie ? Mais à son arrivée, Pierrick trouve la maison déjà occupée par Marie, la demi-soeur de Tessa, venue y soigner une blessure amoureuse. Après une soirée très arrosée suivie de l'arrivée inopinée de Tessa elle-même, le trio va aller de situations délicates en révélations inattendues...;Virginie Efira;Marie Guibal;Géraldine Nakache;Tessa;Grégoire Ludig;Pierrick;Marion Vernoux;comédie dramatique;https://video-a-la-demande.orange.fr/film/ETTASOEURXXW0096436/;2,99;7.99 euros
TVOD;COMMEUNAVIOW0098111;Z/LE PETIT BUREAU-WARNER;Comme un avion;2015;film;France;140120;0000-0003-B73F-0000-9-0000-0000-A;1:40;tous publics;Michel, la cinquantaine, est passionné depuis toujours par les avions. Un jour, il tombe en arrêt devant des photos de kayak : on dirait presqu'un avion. C'est le coup de foudre. En cachette de sa femme, il achète un kayak, pagaie des heures sur son toit, et rêve d'épopées en solitaire. Michel se décide enfin à partir sur une jolie rivière inconnue. Sa première escale est dans une guinguette où il rencontre la patronne Laetitia, la jeune serveuse Mila et les quelques habitués. Michel y installe sa tente pour la nuit... et, le lendemain, a beaucoup de mal à quitter les lieux...;Bruno Podalydès;Michel;Sandrine Kiberlain;Rachelle;Agnès Jaoui;Laëtitia;Bruno Podalydès;comédie;https://video-a-la-demande.orange.fr/film/COMMEUNAVIOW0098111/;2,99;7.99 euros
TVOD;UNEVIEVIOLEW0115256;Z/PYRAMIDE-UNIVERSCINE;Une vie violente;2017;film;France;140127;0000-0003-F838-0000-6-0000-0000-J;1:48;déc. -12;Malgré la menace de mort qui pèse sur sa tête, Stéphane décide de retourner en Corse pour assister à l'enterrement de Christophe, son ami d'enfance et compagnon de lutte, assassiné la veille. C'est l'occasion pour lui de se rappeler les évènements qui l'ont vu passer, petit bourgeois cultivé de Bastia, de la délinquance au radicalisme politique et du radicalisme politique à la clandestinité.;Cédric Appietto;Michel;Jean Michelangeli;Stéphane;Henry-Noël Tabary;Christophe;Thierry  De Peretti;drame;https://video-a-la-demande.orange.fr/film/UNEVIEVIOLEW0115256/;2,99;5.99 euros
TVOD;LEPETITSPIRW0119642;Z/LES FILMS DU CAP-TF1 VISION;Le petit Spirou;2017;film;France;140276;0000-0004-3926-0000-X-0000-0000-C;1:22;tous publics;Petit Spirou, comme toute sa famille avant lui, a un destin professionnel tout tracé. Quand sa mère lui annonce qu'il intègrera dès la rentrée prochaine l'école des grooms, Petit Spirou, avec l'aide de ses copains, va profiter de ses derniers jours de classe pour déclarer sa flamme à Suzette. Et pas n'importe comment. Ils décident de vivre une aventure extraordinaire.;Sacha Pinault;Petit Spirou;Pierre Richard;Grand Papy;François Damiens;Monsieur Mégot;Nicolas Bary;comédie;https://video-a-la-demande.orange.fr/film/LEPETITSPIRW0119642/;2,99;5.99 euros
TVOD;UNDEBUTPROMW0103856;Z/NOLITA CINEMA-GAUMONT;Un début prometteur;2015;film;France;140571;0000-0004-03D9-0000-9-0000-0000-A;1:26;tous publics;Martin, désabusé pour avoir trop aimé et trop vécu, retourne chez son père, un horticulteur romantique en fin de course. Il y retrouve Gabriel, son jeune frère de 16 ans, exalté et idéaliste, qu'il va tenter de dégoûter de l'amour, sans relâche. Mais c'est sans compter Mathilde, jeune femme flamboyante et joueuse, qui va bousculer tous leurs repères...;Manu Payet;Martin Vauvel;Veerle Baetens;Mathilde Carmain;Zacharie Chasseriaud;Gabriel Vauvel;Emma Luchini ;comédie dramatique;https://video-a-la-demande.orange.fr/film/UNDEBUTPROMW0103856/;2,99;7.99 euros
TVOD;LEGRANDJEUXW0098107;Z/BAC FILMS-SND;Le grand jeu (2015);2015;film;France;140754;0000-0003-D971-0000-Z-0000-0000-6;1:35;tous publics;"Pierre Blum, un écrivain de quarante ans qui a connu son heure de gloire au début des années 2000, rencontre, un soir, sur la terrasse d'un casino, un homme mystérieux, Joseph Paskin. Influent dans le monde politique, charismatique, manipulateur, il passe bientôt à Pierre une commande étrange qui le replongera dans un passé qu'il aurait préféré oublier et mettra sa vie en danger. Au milieu de ce tumulte, Pierre tombe amoureux de Laura, une jeune militante d'extrême gauche; mais dans un monde où tout semble à double fond, à qui peut-on se fier ?";André Dussollier;Joseph Paskin;Melvil Poupaud;Pierre Blum;Clémence Poésy;Laura Haydon;Nicolas Pariser;drame;https://video-a-la-demande.orange.fr/film/LEGRANDJEUXW0098107/;2,99;7.99 euros
TVOD;LEPETITLOCAW0116619;Z/LES FILMS DU WORSO-DIAPHANA;Le petit locataire;2016;film;France;140845;0000-0004-16AD-0000-U-0000-0000-L;1:39;tous publics;Le test de grossesse est formel : Nicole, 49 ans, est enceinte. Sa fille, qui a eu un enfant jeune, n'en revient pas. Sa mère, bien que charmante, n'est pas forcément d'un très grand soutien. Dépitée, Nicole finit par accepter la situation. Sauf qu'elle n'est pas vraiment aidée par Jean-Pierre, son mari dillettante qui cherche mollement du travail depuis deux ans. Il faut que cela change pour que le nouveau-né soit accueilli dans de bonnes conditions. Nicole voit l'arrivée du bébé comme un signe, celui d'un nouveau départ pour toute la famille... ;Karin Viard;Nicole Payan;Philippe Rebbot;Jean-Pierre Payan;Hélène Vincent;Mamilette;Nadège Loiseau;comédie;https://video-a-la-demande.orange.fr/film/LEPETITLOCAW0116619/;2,99;5.99 euros
TVOD;ELLEXXXXXXXW0097942;Z/SBS PRODUCTIONS-TF1 VISION;Elle;2015;film;France;140913;0000-0004-4977-0000-H-0000-0000-N;2:05;int. -12;Michèle fait partie de ces femmes que rien ne semble atteindre. À la tête d'une grande entreprise de jeux vidéo, elle gère ses affaires comme sa vie sentimentale : d'une main de fer. Sa vie bascule lorsqu'elle est agressée chez elle par un mystérieux inconnu. Inébranlable, Michèle se met à le traquer en retour. Un jeu étrange s'installe alors entre eux. Un jeu qui, à tout instant, peut dégénérer.;Isabelle Huppert;Michelle;Laurent Lafitte;;Anne Consigny;;Paul Verhoeven;thriller;https://video-a-la-demande.orange.fr/film/ELLEXXXXXXXW0097942/;2,99;5.99 euros
TVOD;ANTIGANGXXXW0098100;SND;Antigang;2015;film;France;141209;0000-0003-EE76-0000-A-0000-0000-7;1:28;déc. -12; Un groupe de braqueurs plus déterminé et meurtrier que jamais s'en prend aux bijouteries et banques en plein coeur de la capitale.     ;Jean Reno;Serge Buren;Alban Lenoir  ;Cartier;Caterina  Murino;Margaux;Benjamin Rocher;action;https://video-a-la-demande.orange.fr/film/ANTIGANGXXXW0098100/;2,99;7.99 euros
TVOD;LEVOYAGEDEFW0109411;Z/ORIGAMI FILMS-METROPOLITAN;Le voyage de Fanny;2015;film;France;141560;0000-0004-3421-0000-0-0000-0000-3;1:31;tous publics;Du haut de ses 12 ans, Fanny a la tête dure ! Mais c'est surtout une jeune fille courageuse qui, cachée dans un foyer loin de ses parents, s'occupe de ses deux petites sœurs.;Léonie Souchaud;Fanny;Fantine Harduin;;Juliane Lepoureau;Georgette;Lola Doillon;aventure;https://video-a-la-demande.orange.fr/film/LEVOYAGEDEFW0109411/;2,99;9.99 euros
TVOD;MARSEILLEXXW0101114;PATHE;Marseille;2015;film;France;141785;0000-0004-2680-0000-H-0000-0000-N;1:37;tous publics;Devant l'insistance de son frère Joseph, qu'il n'a pas revu depuis 25 ans, Paolo se résout à abandonner quelques jours sa vie calme et harmonieuse au Canada, pour revenir à Marseille au chevet de son père accidenté. Il part donc, son fils sous le bras, bien décidé à ne pas s'attarder dans cette ville qu'il a fui, des années plus tôt, à la suite d'un drame. Il n'imagine pas que l'affection de sa famille retrouvée, sa rencontre amoureuse avec une jeune femme et la solidarité joyeuse et simple des Marseillais le réconcilieront avec cette ville qu'il n'aurait jamais voulu quitter... Marseille.;Kad Merad;Paolo;Patrick Bosso;Joseph;Venantino Venantini;Giovanni;Kad Merad;comédie;https://video-a-la-demande.orange.fr/film/MARSEILLEXXW0101114/;2,99;7.99 euros
TVOD;GUEULEDANGEW0144275;STUDIO CANAL;Gueule d'ange;2018;film;France;142052;0000-0004-942A-0000-U-0000-0000-L;1:46;tous publics;Marlène, une mère célibataire, a rencontré un énième inconnu dans un bar, avec qui elle veut aussitôt refaire sa vie. Elle s'accroche à cet espoir depuis des années, alors que toutes ses anciennes histoires se sont mal terminées. Seulement, Marlène a aussi une petite fille de 8 ans, Elli. Pour s'en débarrasser, elle la confie à une amie qui ne voit aucun intérêt à s'occuper d'une enfant. Elli se retrouve donc livrée à elle-même. C'est alors qu'elle rencontre un forain, qui va devenir pour elle un père de substitution. Pour son premier long métrage, Vanessa Filho offre à Marion Cotillard l'un de ses rôles les plus impressionnants, en mère instable.;Marion Cotillard;Marlène;Ayline Aksoy-Etaix;Elli;Alban Lenoir;Julio;Vanessa Filho;drame;https://video-a-la-demande.orange.fr/film/GUEULEDANGEW0144275/;2,99;7.99 euros
TVOD;ALOMBREDESFW0184703;AD VITAM;A l'ombre des filles;2021;film;France;142192;0000-0003-EEAE-0000-1-0000-0000-Y;1:41;tous publics;Chanteur lyrique de renom, Luc, un contre-ténor, traverse une période compliquée qui l'oblige à mettre sa carrière entre parenthèses. Il accepte d'animer un atelier de chant dans une prison pour femmes. Sept se présentent, parmi lesquelles Catherine, Carole, Jess, Jeannine ou encore Noor, chacune avec des raisons différentes d'être là. Dans cet enseignement qui le ramène à plus d'humilité, Luc se confronte aux tempéraments compliqués des prisonnières à qui il tente de proposer une forme de liberté par la voix. Ce quasi huis clos très réaliste et sensible évoque la puissance libératrice du chant.;Alex Lutz;Luc;Agnès Jaoui;Catherine;Hafsia Herzi;Jess;Etienne Comar;comédie dramatique;https://video-a-la-demande.orange.fr/film/ALOMBREDESFW0184703/;2,99;7.99 euros
TVOD;LEFILSDEJEAW0111837;Z/LE PACTE-WARNER;Le fils de Jean;2015;film;France;142206;0000-0004-7148-0000-Q-0000-0000-X;1:33;tous publics;À trente-trois ans, Mathieu ne sait pas qui est son père. Un matin, un appel téléphonique lui apprend que celui-ci était canadien et qu'il vient de mourir. Découvrant aussi qu'il a deux frères, Mathieu décide d'aller à l'enterrement pour les rencontrer. Mais, à Montréal, personne n'a connaissance de son existence ni ne semble vouloir la connaître...;Pierre Deladonchamps;Mathieu Capelier;Gabriel Arcand;Pierre Lesage;Catherine de Léan;Bettina;Philippe Lioret;drame;https://video-a-la-demande.orange.fr/film/LEFILSDEJEAW0111837/;2,99;7.99 euros
